,Date,Season,Vụ nuôi,module_name,ao,Ngày thả,Time,Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Amoni,Nitrat,Nitrit,Phosphate (PO43-),Silica,Canxi,Kali,Magie,Loại ao,Công nghệ nuôi,area,Giống tôm,Tuổi tôm,Con/Kg,Mực nước,Thay nước (cm),WQI,unit,size
906,2022-07-22,Rainy,Vụ 2-2022,A2,D5N10,19,8,30.33,7.8,27.15,26.21,15.68,6.07,98.0,45.0,130.0,4500.0,2.15,0.0,0.0,1.4,9.5,402.0,405.25,820.0,Circle,Nuôi 1,834.0,Vietuc,29.0,,60.0,0.0,0.67,Vụ 2-2022-A2-D5N10,1395.8120911950675
907,2022-07-21,Rainy,Vụ 2-2022,A2,D5N10,18,8,28.75,7.8,27.2,26.21,15.68,6.33,98.0,26.0,130.0,4500.0,2.15,0.0,0.0,1.4,9.5,323.5,387.0,818.0,Circle,Nuôi 1,834.0,Vietuc,28.0,,60.0,0.0,0.66,Vụ 2-2022-A2-D5N10,1534.8967329157585
908,2022-07-20,Rainy,Vụ 2-2022,A2,D5N10,17,8,28.75,7.8,26.2,26.21,15.68,6.33,98.0,23.0,130.0,4500.0,2.15,0.0,0.0,1.4,9.5,386.25,434.75,980.0,Circle,Nuôi 1,834.0,Vietuc,27.0,,60.0,25.0,0.67,Vụ 2-2022-A2-D5N10,1688.2970013385418
909,2022-07-19,Rainy,Vụ 2-2022,A2,D5N10,16,8,27.9,8.29,28.17,27.97,5.37,6.5,238.0,22.5,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,340.25,396.75,749.25,Circle,Vèo 1,232.0,Vietuc,26.0,1600.0,75.0,0.0,0.67,Vụ 2-2022-A2-D5N10,1857.4863673322225
910,2022-07-18,Rainy,Vụ 2-2022,A2,D5N10,15,8,27.9,7.9,28.17,27.97,33.67,6.5,238.0,24.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,404.5,347.0,778.25,Circle,Vèo 1,232.0,Vietuc,25.0,,75.0,0.0,0.67,Vụ 2-2022-A2-D5N10,2044.089962356259
911,2022-07-17,Rainy,Vụ 2-2022,A2,D5N10,14,8,28.35,7.91,28.17,27.97,33.67,6.37,238.0,45.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,372.0,369.0,794.0,Circle,Vèo 1,232.0,Vietuc,24.0,,75.0,0.0,0.68,Vụ 2-2022-A2-D5N10,2249.900188497749
912,2022-07-16,Rainy,Vụ 2-2022,A2,D5N10,13,8,27.9,7.91,28.17,27.68,33.67,6.5,238.0,26.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,381.25,325.75,826.0,Circle,Vèo 1,232.0,Vietuc,23.0,,75.0,0.0,0.67,Vụ 2-2022-A2-D5N10,2476.893935209622
913,2022-07-15,Rainy,Vụ 2-2022,A2,D5N10,12,8,27.9,7.97,28.17,27.97,33.67,6.5,238.0,23.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,365.0,302.5,861.5,Circle,Vèo 1,232.0,Vietuc,22.0,,75.0,0.0,0.66,Vụ 2-2022-A2-D5N10,2727.2515681236987
914,2022-07-14,Rainy,Vụ 2-2022,A2,D5N10,11,8,27.55,7.91,28.17,25.47,46.84,6.5,238.0,23.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,306.75,308.5,682.25,Circle,Vèo 1,232.0,Vietuc,21.0,,75.0,0.0,0.66,Vụ 2-2022-A2-D5N10,3003.3778723337396
915,2022-07-13,Rainy,Vụ 2-2022,A2,D5N10,10,8,28.84,7.91,28.17,27.97,33.67,6.07,238.0,23.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,349.25,302.0,1002.0,Circle,Vèo 1,232.0,Vietuc,20.0,,75.0,0.0,0.66,Vụ 2-2022-A2-D5N10,3307.9251513170934
916,2022-07-12,Rainy,Vụ 2-2022,A2,D5N10,9,8,27.9,7.91,28.17,27.97,33.67,6.5,238.0,45.0,165.0,5000.0,2.2,0.0,0.01,1.1,8.45,366.0,305.0,668.5,Circle,Vèo 1,232.0,Vietuc,19.0,,75.0,0.0,0.67,Vụ 2-2022-A2-D5N10,3643.8187033693234
917,2022-07-11,Rainy,Vụ 2-2022,A2,D5N10,8,8,27.55,7.98,27.69,27.55,26.57,6.56,188.0,38.0,171.0,4500.0,2.0,0.0,0.0,0.8,7.32,349.5,319.0,861.25,Circle,Vèo 1,232.0,Vietuc,18.0,,69.0,5.0,0.67,Vụ 2-2022-A2-D5N10,4014.284920263125
918,2022-07-10,Rainy,Vụ 2-2022,A2,D5N10,7,8,27.34,7.86,27.27,27.17,23.94,6.58,187.0,31.0,177.0,5000.0,3.64,0.0,0.0,1.4,7.2,365.0,302.5,961.5,Circle,Vèo 1,232.0,Vietuc,17.0,,76.0,5.0,0.68,Vụ 2-2022-A2-D5N10,4422.882278030397
919,2022-07-09,Rainy,Vụ 2-2022,A2,D5N10,6,8,28.41,8.27,27.19,27.09,49.24,6.26,190.0,34.0,163.0,5500.0,2.12,0.0,0.0,0.0,2.2,317.75,404.75,670.0,Circle,Vèo 1,232.0,Vietuc,16.0,,78.0,0.0,0.7,Vụ 2-2022-A2-D5N10,4873.535517546309
920,2022-07-08,Rainy,Vụ 2-2022,A2,D5N10,5,8,29.29,8.25,27.63,27.47,28.92,6.16,102.0,28.0,150.0,5000.0,1.46,0.0,0.0,0.2,1.32,310.0,366.0,892.0,Circle,Vèo 1,232.0,Vietuc,15.0,,81.0,0.0,0.68,Vụ 2-2022-A2-D5N10,5370.5733432335255
921,2022-07-07,Rainy,Vụ 2-2022,A2,D5N10,4,8,28.73,8.31,25.54,25.61,24.49,6.32,158.0,24.0,170.0,5000.0,1.64,0.0,0.05,0.9,2.0,366.0,305.0,668.5,Circle,Vèo 1,232.0,Vietuc,14.0,,74.0,0.0,0.69,Vụ 2-2022-A2-D5N10,5918.770001997702
922,2022-07-06,Rainy,Vụ 2-2022,A2,D5N10,3,8,28.84,8.3,25.61,25.67,49.24,6.29,203.0,26.0,163.0,4750.0,1.96,0.0,0.02,1.4,3.4,349.5,399.0,761.25,Circle,Vèo 1,232.0,Vietuc,13.0,,80.0,0.0,0.69,Vụ 2-2022-A2-D5N10,6523.391141776555
923,2022-07-05,Rainy,Vụ 2-2022,A2,D5N10,2,8,28.8,8.26,20.81,21.29,11.52,6.48,140.0,28.0,162.0,4500.0,2.12,0.0,0.01,1.8,5.85,318.0,310.75,683.5,Circle,Vèo 1,232.0,Vietuc,12.0,,74.0,0.0,0.7,Vụ 2-2022-A2-D5N10,7190.24439019217
924,2022-07-04,Rainy,Vụ 2-2022,A2,D5N10,1,8,28.21,8.29,27.61,27.47,7.26,6.55,106.0,33.0,168.0,4500.0,6.45,0.0,0.01,1.1,6.45,320.0,315.0,598.0,Circle,Vèo 1,232.0,Vietuc,11.0,,71.0,0.0,0.66,Vụ 2-2022-A2-D5N10,7925.73513913474
925,2022-09-27,Rainy,Vụ 2-2022,B11,D4N4,73,8,27.39,7.54,25.58,25.66,138.3,5.94,594.0,21.1,145.0,5000.0,5.8,29.1,3.42,1.08,3.05,442.75,331.0,890.0,Circle,Nuôi 1,834.0,Vietuc,84.0,54.0,80.0,0.0,0.62,Vụ 2-2022-B11-D4N4,50.69929679017571
926,2022-09-26,Rainy,Vụ 2-2022,B11,D4N4,72,8,27.75,7.59,21.18,21.63,113.8,5.9,499.0,19.0,147.0,4500.0,9.45,14.1,2.76,3.34,3.4,478.5,444.0,805.0,Circle,Nuôi 1,834.0,Vietuc,83.0,,100.0,0.0,0.66,Vụ 2-2022-B11-D4N4,51.33491639972472
927,2022-09-25,Rainy,Vụ 2-2022,B11,D4N4,71,8,29.07,7.63,25.91,25.94,139.3,5.86,536.0,17.7,157.0,4500.0,7.4,13.0,2.1,1.32,2.65,431.75,393.75,709.0,Circle,Nuôi 1,834.0,Vietuc,82.0,,80.0,0.0,0.64,Vụ 2-2022-B11-D4N4,52.03595871117858
928,2022-09-24,Rainy,Vụ 2-2022,B11,D4N4,70,8,29.03,7.45,25.81,25.84,142.7,5.39,494.0,21.0,162.0,4500.0,10.4,8.2,0.86,4.78,2.8,384.0,329.25,670.0,Circle,Nuôi 1,834.0,Vietuc,81.0,,100.0,0.0,0.63,Vụ 2-2022-B11-D4N4,52.80915751603807
929,2022-09-23,Rainy,Vụ 2-2022,B11,D4N4,69,8,29.12,7.47,25.49,25.56,96.8,5.52,440.0,17.5,154.0,4500.0,11.05,4.5,1.34,1.48,1.6,394.0,349.75,705.0,Circle,Nuôi 1,834.0,Vietuc,80.0,74.0,80.0,0.0,0.64,Vụ 2-2022-B11-D4N4,53.661939697753084
930,2022-09-22,Rainy,Vụ 2-2022,B11,D4N4,68,8,29.07,7.47,23.47,23.73,100.49,5.65,504.0,22.0,158.0,4500.0,9.25,4.3,0.69,1.58,2.1,405.5,347.25,821.75,Circle,Nuôi 1,834.0,Vietuc,79.0,,90.0,0.0,0.67,Vụ 2-2022-B11-D4N4,54.60249656990547
931,2022-09-21,Rainy,Vụ 2-2022,B11,D4N4,67,8,29.44,7.52,20.29,20.8,79.8,5.81,386.0,22.7,159.0,4500.0,7.0,2.6,0.72,0.97,2.7,391.25,329.0,690.0,Circle,Nuôi 1,834.0,Vietuc,78.0,,80.0,0.0,0.68,Vụ 2-2022-B11-D4N4,55.639862557048865
932,2022-09-20,Rainy,Vụ 2-2022,B11,D4N4,66,8,28.91,7.52,24.96,25.08,57.7,5.39,309.0,22.0,150.0,4500.0,5.6,2.3,0.44,1.32,1.85,328.0,284.0,688.0,Circle,Nuôi 1,834.0,Vietuc,77.0,,100.0,0.0,0.65,Vụ 2-2022-B11-D4N4,56.784001973966156
933,2022-09-19,Rainy,Vụ 2-2022,B11,D4N4,65,8,29.48,7.46,24.74,24.88,80.6,5.34,321.0,17.1,145.0,4500.0,4.5,0.0,0.31,0.6,2.6,319.25,274.25,764.0,Circle,Nuôi 1,834.0,Vietuc,76.0,,80.0,0.0,0.65,Vụ 2-2022-B11-D4N4,58.045904736894215
934,2022-09-18,Rainy,Vụ 2-2022,B11,D4N4,64,8,30.0,7.53,24.16,24.35,40.6,5.36,211.0,21.0,139.0,4500.0,4.75,0.7,0.26,0.34,3.15,368.75,309.75,877.5,Circle,Nuôi 1,834.0,Vietuc,75.0,,90.0,20.0,0.67,Vụ 2-2022-B11-D4N4,59.43769192606033
935,2022-09-17,Rainy,Vụ 2-2022,B11,D4N4,63,8,29.05,7.54,23.78,24.01,41.5,5.78,239.0,17.8,137.0,4000.0,7.35,0.5,0.05,1.1,3.4,361.25,317.75,670.0,Circle,Nuôi 1,834.0,Vietuc,74.0,,80.0,0.0,0.66,Vụ 2-2022-B11-D4N4,60.972732213500706
936,2022-09-16,Rainy,Vụ 2-2022,B11,D4N4,62,8,29.47,7.51,22.7,23.03,75.5,5.51,263.0,22.0,136.0,4000.0,5.12,0.4,0.15,1.02,2.9,338.75,279.75,690.0,Circle,Nuôi 1,834.0,Vietuc,73.0,88.0,100.0,0.0,0.66,Vụ 2-2022-B11-D4N4,62.665770274496836
937,2022-09-15,Rainy,Vụ 2-2022,B11,D4N4,61,8,29.37,8.0,22.36,22.71,78.9,5.74,284.0,39.4,131.0,4500.0,5.24,1.2,0.39,0.77,3.3,594.5,308.0,993.25,Circle,Nuôi 1,834.0,Vietuc,72.0,,80.0,0.0,0.7,Vụ 2-2022-B11-D4N4,64.53306841607272
938,2022-09-14,Rainy,Vụ 2-2022,B11,D4N4,60,8,29.98,7.58,22.1,22.47,90.8,5.48,298.0,22.0,129.0,5000.0,3.4,0.0,0.09,1.86,3.0,547.75,253.25,979.0,Circle,Nuôi 1,834.0,Vietuc,71.0,,90.0,0.0,0.69,Vụ 2-2022-B11-D4N4,66.59256278295142
939,2022-09-13,Rainy,Vụ 2-2022,B11,D4N4,59,8,29.16,7.51,21.22,21.66,111.2,5.74,414.0,15.2,134.0,4500.0,3.92,0.2,0.09,4.6,2.35,548.5,514.25,978.5,Circle,Nuôi 1,834.0,Vietuc,70.0,,80.0,0.0,0.7,Vụ 2-2022-B11-D4N4,68.86403564139141
940,2022-09-12,Rainy,Vụ 2-2022,B11,D4N4,58,8,29.38,7.55,20.82,21.29,89.1,5.97,380.0,20.0,141.0,5000.0,3.56,1.8,0.07,1.75,3.45,548.5,514.25,978.5,Circle,Nuôi 1,834.0,Vietuc,69.0,,80.0,0.0,0.72,Vụ 2-2022-B11-D4N4,71.369305395758
941,2022-09-11,Rainy,Vụ 2-2022,B11,D4N4,57,8,29.77,7.62,20.6,21.09,87.4,6.01,346.0,19.0,143.0,4500.0,3.52,0.7,0.11,1.75,3.05,609.5,325.75,986.5,Circle,Nuôi 1,834.0,Vietuc,68.0,,80.0,20.0,0.7,Vụ 2-2022-B11-D4N4,74.13243616301475
942,2022-09-10,Rainy,Vụ 2-2022,B11,D4N4,56,8,29.55,7.59,20.49,20.99,83.2,5.82,335.0,21.0,146.0,3500.0,5.28,0.9,0.14,2.25,2.8,547.75,453.25,988.0,Circle,Nuôi 1,834.0,Vietuc,67.0,,80.0,20.0,0.69,Vụ 2-2022-B11-D4N4,77.17996891818142
943,2022-09-09,Rainy,Vụ 2-2022,B11,D4N4,55,8,28.47,7.72,21.13,21.58,59.4,5.94,308.0,22.0,157.0,3500.0,4.44,1.6,0.2,8.1,2.75,508.75,522.0,890.0,Circle,Nuôi 1,834.0,Vietuc,66.0,120.57,80.0,10.0,0.69,Vụ 2-2022-B11-D4N4,80.54117643100378
944,2022-09-08,Rainy,Vụ 2-2022,B11,D4N4,54,8,27.6,7.68,18.74,19.36,32.1,6.43,225.0,22.0,151.0,4000.0,4.36,0.8,0.1,5.0,3.25,572.25,296.25,901.0,Circle,Nuôi 1,834.0,Vietuc,65.0,,90.0,10.0,0.7,Vụ 2-2022-B11-D4N4,84.24834444260256
945,2022-09-07,Rainy,Vụ 2-2022,B11,D4N4,53,8,25.98,7.68,17.37,19.36,32.1,6.43,225.0,22.0,111.0,3500.0,2.36,0.8,0.1,5.0,3.25,272.25,296.25,701.0,Circle,Nuôi 1,834.0,Vietuc,65.0,,90.0,10.0,0.64,Vụ 2-2022-B11-D4N4,84.24834444260256
946,2022-09-06,Rainy,Vụ 2-2022,B11,D4N4,52,8,28.77,7.52,24.28,24.47,58.64,5.79,220.0,26.0,145.0,4000.0,3.28,1.6,0.06,1.15,3.4,407.75,402.25,809.25,Circle,Nuôi 1,834.0,Vietuc,63.0,,80.0,10.0,0.67,Vụ 2-2022-B11-D4N4,92.84666240774243
947,2022-09-05,Rainy,Vụ 2-2022,B11,D4N4,51,8,28.59,7.55,22.99,23.29,107.0,5.92,438.0,37.8,152.0,4000.0,3.04,0.6,0.04,0.7,3.6,338.75,279.75,690.0,Circle,Nuôi 1,834.0,Vietuc,62.0,,80.0,10.0,0.67,Vụ 2-2022-B11-D4N4,97.82040264077011
948,2022-09-04,Rainy,Vụ 2-2022,B11,D4N4,50,8,30.11,7.53,23.67,23.9,137.6,5.64,486.0,19.8,143.0,4000.0,1.0,0.0,0.04,2.16,2.35,458.75,329.75,806.0,Circle,Nuôi 1,834.0,Vietuc,61.0,,90.0,10.0,0.66,Vụ 2-2022-B11-D4N4,103.30607724418061
949,2022-09-03,Rainy,Vụ 2-2022,B11,D4N4,49,8,30.21,7.68,23.84,24.06,108.7,6.14,464.0,18.1,138.0,4000.0,1.84,2.2,0.02,3.25,3.6,471.5,364.75,730.0,Circle,Nuôi 1,834.0,Vietuc,60.0,,80.0,20.0,0.66,Vụ 2-2022-B11-D4N4,109.35637831432405
950,2022-09-02,Rainy,Vụ 2-2022,B11,D4N4,48,8,31.15,7.78,23.03,23.31,141.8,6.08,471.0,29.8,131.0,3500.0,0.76,0.0,0.01,0.8,1.4,405.5,385.25,867.5,Circle,Nuôi 1,834.0,Vietuc,59.0,205.74,80.0,10.0,0.67,Vụ 2-2022-B11-D4N4,116.02942141035837
951,2022-09-01,Rainy,Vụ 2-2022,B11,D4N4,47,8,30.53,7.81,24.64,24.78,89.1,6.04,385.0,32.0,132.0,4000.0,1.32,1.7,0.06,0.18,3.75,472.0,373.5,739.5,Circle,Nuôi 1,834.0,Vietuc,58.0,,80.0,20.0,0.67,Vụ 2-2022-B11-D4N4,123.38930377741465
952,2022-08-31,Rainy,Vụ 2-2022,B11,D4N4,46,8,28.77,7.52,24.28,24.47,58.64,5.79,220.0,26.0,145.0,4000.0,3.28,1.6,0.06,1.15,3.4,240.0,260.0,559.0,Circle,Nuôi 1,834.0,Vietuc,57.0,,80.0,0.0,0.65,Vụ 2-2022-B11-D4N4,131.50672002624685
953,2022-08-30,Rainy,Vụ 2-2022,B11,D4N4,45,8,28.59,7.55,22.99,23.29,107.0,5.92,438.0,37.8,152.0,4000.0,3.04,0.6,0.04,0.7,3.6,368.75,309.75,777.5,Circle,Nuôi 1,834.0,Vietuc,56.0,,80.0,10.0,0.67,Vụ 2-2022-B11-D4N4,140.45964118321362
954,2022-08-29,Rainy,Vụ 2-2022,B11,D4N4,44,8,29.72,7.65,23.94,24.15,92.5,5.7,419.0,24.0,121.0,3500.0,0.96,0.0,0.0,2.42,6.25,379.75,338.75,838.75,Circle,Nuôi 1,834.0,Vietuc,55.0,,90.0,20.0,0.64,Vụ 2-2022-B11-D4N4,150.33406363313972
955,2022-08-28,Rainy,Vụ 2-2022,B11,D4N4,43,8,29.49,7.58,23.58,23.83,93.4,5.7,370.0,25.6,134.0,3500.0,1.0,0.0,0.02,4.0,3.0,569.2,709.0,1020.0,Circle,Nuôi 1,834.0,Vietuc,54.0,,80.0,10.0,0.7,Vụ 2-2022-B11-D4N4,161.22483514895166
956,2022-08-27,Rainy,Vụ 2-2022,B11,D4N4,42,8,28.38,7.7,23.76,24.0,115.4,5.85,506.0,22.0,135.0,4000.0,1.36,0.0,0.0,0.0,6.5,416.5,328.75,891.0,Circle,Nuôi 1,834.0,Vietuc,53.0,,60.0,10.0,0.66,Vụ 2-2022-B11-D4N4,173.2365659424331
957,2022-08-26,Rainy,Vụ 2-2022,B11,D4N4,41,8,28.62,7.82,23.9,24.12,104.4,6.09,474.0,20.1,145.0,4000.0,0.52,0.0,0.0,0.38,5.15,596.2,669.0,1005.0,Circle,Nuôi 1,834.0,Vietuc,52.0,,70.0,0.0,0.7,Vụ 2-2022-B11-D4N4,186.4846334871055
958,2022-08-25,Rainy,Vụ 2-2022,B11,D4N4,40,8,29.21,7.81,24.0,24.21,132.5,5.83,430.0,20.0,161.0,4000.0,0.72,0.0,0.01,0.24,6.6,463.75,349.5,710.0,Circle,Nuôi 1,834.0,Vietuc,51.0,,65.0,10.0,0.66,Vụ 2-2022-B11-D4N4,201.09629076495978
959,2022-08-24,Rainy,Vụ 2-2022,B11,D4N4,39,8,29.79,7.85,24.11,24.31,178.1,6.04,530.0,25.1,149.0,4000.0,0.76,0.9,0.02,3.34,3.25,300.0,290.0,720.0,Circle,Nuôi 1,834.0,Vietuc,50.0,414.76,80.0,0.0,0.65,Vụ 2-2022-B11-D4N4,217.21188858219244
960,2022-08-23,Rainy,Vụ 2-2022,B11,D4N4,38,8,29.82,7.83,23.85,24.07,159.7,6.07,427.0,22.0,152.0,4000.0,2.28,0.0,0.01,2.84,7.2,429.5,321.0,708.0,Circle,Nuôi 1,834.0,Vietuc,49.0,,70.0,10.0,0.66,Vụ 2-2022-B11-D4N4,234.98622369477545
961,2022-08-22,Rainy,Vụ 2-2022,B11,D4N4,37,8,29.02,7.81,23.78,24.01,169.0,6.12,364.0,22.2,134.0,4000.0,0.16,0.0,0.02,1.24,3.0,300.0,203.0,786.0,Circle,Nuôi 1,834.0,Vietuc,48.0,,70.0,20.0,0.65,Vụ 2-2022-B11-D4N4,254.590025693146
962,2022-08-21,Rainy,Vụ 2-2022,B11,D4N4,36,8,29.34,7.98,23.64,23.88,132.5,6.32,385.0,21.0,139.0,4000.0,0.4,0.0,0.0,0.94,9.5,403.25,361.25,1001.0,Circle,Nuôi 1,834.0,Vietuc,47.0,,70.0,10.0,0.66,Vụ 2-2022-B11-D4N4,276.211596928137
963,2022-08-20,Rainy,Vụ 2-2022,B11,D4N4,35,8,29.65,8.04,23.66,23.9,173.3,6.3,338.0,19.8,136.0,4000.0,1.2,1.9,0.01,0.93,5.0,432.0,398.0,1285.0,Circle,Nuôi 1,834.0,Vietuc,46.0,,70.0,0.0,0.68,Vụ 2-2022-B11-D4N4,300.05862123029283
964,2022-08-19,Rainy,Vụ 2-2022,B11,D4N4,34,8,29.1,7.94,20.3,20.81,92.5,6.5,574.0,24.0,135.0,4000.0,0.56,0.0,0.0,1.7,5.25,308.25,259.5,520.0,Circle,Nuôi 1,834.0,Vietuc,45.0,690.32,70.0,0.0,0.65,Vụ 2-2022-B11-D4N4,326.3601587960406
965,2022-08-18,Rainy,Vụ 2-2022,B11,D4N4,33,8,29.0,7.91,24.43,24.6,130.8,6.41,361.0,25.9,143.0,4500.0,2.24,0.0,0.03,2.56,2.56,326.75,260.0,962.75,Circle,Nuôi 1,834.0,Vietuc,44.0,,70.0,0.0,0.67,Vụ 2-2022-B11-D4N4,355.36884640239765
966,2022-08-17,Rainy,Vụ 2-2022,B11,D4N4,32,8,28.79,7.85,25.86,25.89,218.4,6.1,309.0,37.0,164.0,4500.0,4.9,0.0,0.01,4.04,4.85,311.0,248.25,499.0,Circle,Nuôi 1,834.0,Vietuc,43.0,,70.0,10.0,0.65,Vụ 2-2022-B11-D4N4,387.36332408415507
967,2022-08-16,Rainy,Vụ 2-2022,B11,D4N4,31,8,28.33,7.85,25.87,25.9,68.66,6.14,361.0,36.9,172.0,4500.0,4.92,0.0,0.01,2.2,8.95,301.5,252.0,505.0,Circle,Nuôi 1,834.0,Vietuc,42.0,,80.0,0.0,0.65,Vụ 2-2022-B11-D4N4,422.65091158274043
968,2022-08-15,Rainy,Vụ 2-2022,B11,D4N4,30,8,29.33,7.81,26.41,26.38,106.1,5.9,235.0,44.0,167.0,4500.0,5.48,0.3,0.0,1.6,4.5,442.75,331.0,890.0,Circle,Nuôi 1,834.0,Vietuc,41.0,,80.0,0.0,0.68,Vụ 2-2022-B11-D4N4,461.5705602751248
969,2022-08-14,Rainy,Vụ 2-2022,B11,D4N4,29,8,29.4,7.78,26.33,26.31,135.9,5.96,309.0,49.5,166.0,4000.0,4.0,0.0,0.01,1.5,6.0,478.5,444.0,805.0,Circle,Nuôi 1,834.0,Vietuc,40.0,,70.0,20.0,0.68,Vụ 2-2022-B11-D4N4,504.49610893722416
970,2022-08-13,Rainy,Vụ 2-2022,B11,D4N4,28,8,28.52,7.85,23.47,23.73,86.6,6.27,187.0,40.0,170.0,4500.0,3.88,0.0,0.0,1.18,4.4,328.0,284.0,688.0,Circle,Nuôi 1,834.0,Vietuc,39.0,,70.0,0.0,0.69,Vụ 2-2022-B11-D4N4,551.8398746147087
971,2022-08-12,Rainy,Vụ 2-2022,B11,D4N4,27,8,26.96,7.81,26.43,26.43,111.2,6.19,182.0,50.0,168.0,4500.0,2.36,0.0,0.0,1.34,5.1,368.75,309.75,1077.5,Circle,Nuôi 1,834.0,Vietuc,38.0,,70.0,0.0,0.68,Vụ 2-2022-B11-D4N4,604.0566130929661
972,2022-08-11,Rainy,Vụ 2-2022,B11,D4N4,26,8,27.97,7.75,26.72,26.67,87.4,5.8,155.0,44.0,166.0,4500.0,3.44,0.0,0.0,6.6,3.25,381.25,325.75,1126.0,Circle,Nuôi 1,834.0,Vietuc,37.0,,60.0,0.0,0.68,Vụ 2-2022-B11-D4N4,661.6478870081174
973,2022-08-10,Rainy,Vụ 2-2022,B11,D4N4,25,8,27.37,7.75,26.6,26.57,59.4,6.16,129.0,50.0,162.0,4500.0,2.08,0.0,0.02,2.24,4.3,365.0,302.5,1061.5,Circle,Nuôi 1,834.0,Vietuc,36.0,,90.0,0.0,0.68,Vụ 2-2022-B11-D4N4,725.166883556533
974,2022-08-09,Rainy,Vụ 2-2022,B11,D4N4,24,8,26.93,7.84,27.51,27.39,75.5,6.11,238.0,40.0,178.0,4500.0,0.24,0.0,0.0,1.38,5.1,406.75,308.5,1082.25,Circle,Nuôi 1,834.0,Vietuc,35.0,,70.0,0.0,0.67,Vụ 2-2022-B11-D4N4,795.2237280788798
975,2022-08-08,Rainy,Vụ 2-2022,B11,D4N4,23,8,27.89,7.94,28.9,28.62,69.6,6.14,158.0,48.0,170.0,5000.0,1.24,0.0,0.0,0.72,3.36,349.25,302.0,1062.0,Circle,Nuôi 1,834.0,Vietuc,34.0,,90.0,0.0,0.68,Vụ 2-2022-B11-D4N4,872.4913445577919
976,2022-08-07,Rainy,Vụ 2-2022,B11,D4N4,22,8,28.47,7.97,28.84,28.56,132.5,6.03,80.0,50.0,177.0,4500.0,0.08,0.2,0.0,0.46,3.8,366.0,305.0,1068.5,Circle,Nuôi 1,834.0,Vietuc,33.0,,70.0,10.0,0.68,Vụ 2-2022-B11-D4N4,957.7119193215862
977,2022-08-06,Rainy,Vụ 2-2022,B11,D4N4,21,8,28.63,7.99,28.73,28.46,178.1,6.07,69.0,50.0,169.0,5000.0,0.44,0.0,0.0,1.02,4.95,349.5,299.0,1061.25,Circle,Nuôi 1,834.0,Vietuc,32.0,,80.0,10.0,0.68,Vụ 2-2022-B11-D4N4,1051.7040300404874
978,2022-08-05,Rainy,Vụ 2-2022,B11,D4N4,20,8,29.35,8.01,29.5,29.13,130.45,5.92,33.0,50.0,157.0,5000.0,7.16,1.4,0.0,0.5,8.8,319.25,274.25,764.0,Circle,Nuôi 1,834.0,Vietuc,31.0,,70.0,20.0,0.65,Vụ 2-2022-B11-D4N4,1155.3705084922087
979,2022-08-04,Rainy,Vụ 2-2022,B11,D4N4,19,8,29.07,8.03,28.06,27.86,94.2,6.01,68.0,50.0,158.0,4500.0,1.44,0.0,0.0,0.4,5.75,506.2,509.0,1050.0,Circle,Nuôi 1,834.0,Vietuc,30.0,,80.0,10.0,0.7,Vụ 2-2022-B11-D4N4,1269.7071126219007
980,2022-08-03,Rainy,Vụ 2-2022,B11,D4N4,18,8,30.18,8.18,27.74,27.56,171.6,6.1,14.0,60.0,156.0,5000.0,0.8,1.0,0.0,1.24,6.35,384.0,329.25,1206.75,Circle,Nuôi 1,834.0,Vietuc,29.0,1520.0,90.0,0.0,0.69,Vụ 2-2022-B11-D4N4,1395.8120911950675
981,2022-08-02,Rainy,Vụ 2-2022,B11,D4N4,17,8,29.5,7.8,28.83,28.54,137.6,5.95,326.0,55.0,167.0,5000.0,2.68,0.9,0.01,4.36,4.45,407.25,363.75,1327.5,Circle,Vèo 1,232.0,Vietuc,28.0,,120.0,0.0,0.68,Vụ 2-2022-B11-D4N4,1534.8967329157585
982,2022-08-01,Rainy,Vụ 2-2022,B11,D4N4,16,8,29.96,7.77,28.31,28.08,83.2,5.96,136.0,44.0,336.0,5000.0,2.48,0.0,0.0,5.0,2.6,359.5,312.25,1180.76,Circle,Vèo 1,232.0,Vietuc,27.0,,120.0,0.0,0.74,Vụ 2-2022-B11-D4N4,1688.2970013385418
983,2022-07-31,Rainy,Vụ 2-2022,B11,D4N4,15,8,30.21,7.84,29.05,28.73,106.1,5.9,427.0,50.0,166.0,4500.0,1.96,0.0,0.0,2.04,3.95,279.75,338.75,338.75,Circle,Vèo 1,232.0,Vietuc,26.0,,80.0,0.0,0.64,Vụ 2-2022-B11-D4N4,1857.4863673322225
984,2022-07-30,Rainy,Vụ 2-2022,B11,D4N4,14,8,30.36,7.89,26.02,26.03,135.9,6.05,136.0,45.0,182.0,5000.0,3.2,2.0,0.0,0.2,4.8,284.0,320.0,956.0,Circle,Vèo 1,232.0,Vietuc,25.0,,80.0,0.0,0.69,Vụ 2-2022-B11-D4N4,2044.089962356259
